targetName,score,date,S_score,title,isTarget,L_score,content
,20,2017-02-02 21:25:36,0,[其他] 八大官股買前20名,0,0,"
2017-02-02

資料來源"
,15,2017-02-02 20:58:12,0,[新聞] 金居上季每股純益1.38元創新高 全年EPS達,0,0,"
1.原文連結(超過一行或過長必須縮網址)：
"
,44,2017-02-02 19:41:04,0,[新聞] 張忠謀跌一跤 施振榮：走樓梯一定扶扶手,0,0,"
-------------------------------------------------------------------------

1.原文連結(超過一行或過長必須縮網址)：
"
,11,2017-02-02 19:20:26,0,[公告] Stock 樂透開獎 ,0,0,"
樂透說明
"
,74,2017-02-02 18:50:45,0,Re: [新聞] 聯發科106年Q1財測：每股盈餘1.47~1.79元,0,0,"
讓我們看看2454 2015 Q1 財報

認列m的收益是20.26e

其他子公司認列7.62e

也就是說

依照這份資料估算

M的手機部門在第一季  不是沒賺  就是小虧


..........


這不是重點   應該聚焦在

轉機在第幾季

聯發科也不用太看衰他

因為整體變現價值還是挺高的

--


正～面～能～量～(*⊙皿⊙)/★*""`'*-.,_,.-*'`""*-.,_☆


                     你怕了吧!!!!!

--
"
,110,2017-02-02 18:48:38,0,[新聞] 金管會喊話：基本面好 快進場買股票,0,0,"
金管會喊話：基本面好 快進場買股票
"
,13,2017-02-02 16:45:10,0,Re: [標的] 2009第一銅,1,13,"
"
,67,2017-02-02 16:10:39,0,Re: [新聞] 聯發科106年Q1財測：每股盈餘1.47~1.79元,0,0,"
其實之前早就說過只肯給香蕉的公司

會請不到厲害的員工是正常的

看看台積電跟聯發科就是最好的對照

沒有厲害的員工..就做不出好的產品

沒有好的產品..公司的營業狀況就會更加下滑

到最後就是像這樣營運狀況越來越糟




像obov也認為在台灣想賺錢就去台積電

因為台積電最敢給薪資

所以也變成新鮮人最想進去的職業榜首

"
,6,2017-02-02 15:30:01,0,[新聞] 對沖基金2016年成績單：橋水賺了49億美元,0,0,"

-----------------------------------------------------

1.原文連結(超過一行或過長必須縮網址)：
"
,12,2017-02-02 15:29:34,0,[請益] 處置股無法委託下單？,0,0,"
想請教一下
今天早上想買玉晶光
目前是處置股+警示股
每20分鐘搓合一次
當時股價跌想要買進一張
我在委託下單時卻委託失敗
顯示「本筆委託張超過單筆張限制，請預收」

上網找不到相關資訊
請各位前輩解惑
謝謝

--
"
,20,2017-02-02 15:16:43,0,Re: [新聞] 儒鴻盤中重挫跌停三大原因，UA股價暴跌、,0,0,"


  儒鴻今天會那麼慘
  主要是麥格理喊賣出
  麥格理就是從儒鴻不到100元時
  一路喊進加碼拱到500元
  這支  就是看麥格理
  外資還有11萬張


"
,53,2017-02-02 15:00:38,0,[新聞] 中國老虎證券來台搶生意　金管會卻沒聽過,0,0,"

1.原文連結(超過一行或過長必須縮網址)：goo.gl/tpJmwX

2.原文內容：

1月12日，中國線上券商老虎證券副總裁顧瑩悄悄前來台灣，邀集了數名知名的財經理財
部落客及美股投資人聚會。近半個月來，老虎證券大舉登陸台灣，透過網路、臉書鋪天蓋
地宣傳，不少理財部落客、資深投資人都被找上門，有人奉勸投資人再繼續觀察看看，也
有人展開雙臂歡迎，「老虎證券」儼然成為目前投資圈最火熱的話題。

老虎證券透過網路進攻台灣市場

不過就算在網路上火熱，對於資深投資人來說「老虎證券」也還是個迷，這家在網路上引
起熱議的券商到底是什麼？在網路上搜尋「老虎證券」四個字，映入眼簾的幾乎都是「投
資美股、港股首選」、「華人最好的美股、港股券商」等等字眼。

在台灣，投資人若要投資美股或港股，必須透過複委託，也就是投資人委託國內券商，而
國內券商再委託海外券商執行交易買賣。另一種方式則是直接在海外券商開戶來進行交易
。

眾所周知，複委託的交易手續費較為昂貴，能夠投資的標的也較少。一般而言，目前國內
券商複委託手續費，以投資美股來說，若是人工下單約為1%，網路下單則為0.5%，單筆最
低手續費約落在50至100美元。

至於其他常見的投資美股海外券商，線上券商的佣金約落在10美元以下不等，傳統券商的
交易佣金則要20至30美元不等。

一路看下來，老虎證券正是打著目前市面上的最低佣金水準，每一股0.01元美元，最低
2.99美元一單，並聲稱只需要一張身分證，3分鐘就能完成線上開戶，審核時間最多也只
要72小時，精簡了過去冗長的開戶流程。

小心老虎證券搶本土券商生意

不過，這樣一家宣稱自己最便宜的線上券商，在適法性上恐怕大有問題。首先，根據中國
媒體報導，老虎證券其實是一家註冊地在紐西蘭，註冊辦公室地址在香港，且所有交易都
轉讓給美國盈透證券交易的證券中介公司，並非是一間合法的「證券公司」，換言之，老
虎證券也是透過層層複委託方式執行交易。

第二，老虎證券雖登記在海外，依法不能禁止民眾在該網站開戶、交易，不過一旦在台灣
境內有中介，並派人前來招攬客戶的行為的話，就屬違法行為，因為老虎證券在台灣並未
註冊為合法的證券商，也因此投資人若有交易紛爭，在台灣並無法受到保障。

然而，這樣一家充滿爭議的線上券商大舉宣布進攻台灣市場，金管會卻顯得有些後知後覺
，一名金融科技業者透露，上周13日趁著進金管會參加座談會時，向金管會請教老虎證券
的合法性，然而金管會高層卻表示「沒聽過老虎證券」，「主管機關對於新議題的敏感度
顯然有待加強。」

事實上，老虎證券來台，不僅僅帶來合不合法的問題，一名資深前證券交易員憂心指出，
國內券商已經面臨營運困境，海外的複委託業務是券商在台股成交量低迷下的另一個開源
之道。在這樣的情況下，低佣的跨境投資卻愈來愈方便、便宜，倘若連國內複委託業務都
被老虎證券給搶走，「那真得會非常可怕，主管機關和業者不得不當心。」

3.心得/評論(必需填寫滿20字)：
這家線上券商在臉書鬧得沸沸揚揚，還引起那些財經部落客的戰爭。這樣的東西到底值不
值得相信？網路上看起來像業配的文章太多了......

--
"
,54,2017-02-02 15:00:32,0,[其他] 106年02月02日三大法人買賣金額統計表,0,0,"
"
,87,2017-02-02 14:53:12,0,Re: [標的] 2371 大同(空),1,87,"
看到網路一篇七月的文章

可搜尋大同 董監改選

"
,17,2017-02-02 14:46:13,0,[請益] 請問元大的手續費？,0,0,"
最近剛幫爸媽開戶，交易員說元大的手續費退傭是交易當下，直接折抵，不是一個月結一
次

請問有用元大的大大們，也是如此嗎？

因為我總覺得成本不太對...

--
"
,7,2017-02-02 14:44:32,0,[公告] howenchong 遭板主砍文四篇 水桶一個月+退文,0,0,"
"
,22,2017-02-02 13:17:15,0,[新聞] 美股軋空飆太猛 連最看空的對沖基金都投,0,0,"
1.原文連結(超過一行或過長必須縮網址)：
"
,42,2017-02-02 11:30:26,0,[新聞] 儒鴻盤中重挫跌停三大原因，UA股價暴跌、,0,0,"

1.原文連結(超過一行或過長必須縮網址)：
"
,76,2017-02-02 11:18:32,0,Re: [新聞] 賠錢還加薪，證交所公布88家肥貓公司,0,0,"

看了滿感慨的

有找了一下 花了一些時間

希望可以造福版友

從公開資訊觀測站-->公司治理-->

公司年度稅後虧損惟董監事酬金總額或平均每位董監事酬金卻增加

1201    味全公司
1313    聯成
1316    上曜
1417    嘉裕
1418    東華
1423    利華羊毛
1432    大魯閣
1435    中福國際
1441    大東紡織
1443    立益紡織
1446    宏和
1449    佳和實業
1469    理隆纖維
1471    首利
1512    瑞利
1524    耿鼎企業
1528    恩德
1613    台一
1783    和康生技
1806    冠軍
1903    士紙
2007    燁興公司
2022    聚亨
2023    燁輝
2025    千興
2028    威致鋼鐵
2033    佳大世界
2321    東訊
2323    中環
2332    友訊科技
2349    錸德科技
2358    廷鑫
2369    菱生
2371    大同
2380    虹光精密
2399    映泰
2417    圓剛
2424    隴華電子
2429    銘旺科
2434    統懋
2440    太空梭
2443    新利虹
2466    冠西電
2496    卓越成功
2547    日勝
2609    陽明海運
2614    東森
2911    麗嬰房
3011    今皓
3024    憶聲電子
3043    科風
3229    晟鈦
3383    新世紀
3514    昱晶能源
3518    柏騰科技
3536    誠創科技
3579    尚志
3591    艾笛森
3622    洋華
3669    圓展
3682    亞太電信
3686    達能
4108    懷特
4142    國光生技
4725    信昌化
4930    燦星網通
4976    佳凌
5484    慧友電子
6120    達運
6131    悠克國際
6141    柏承科技
6152    百一電子
6165    捷泰精密
6243    迅杰
6251    定穎電子
8033    雷虎科技
8101    華冠通訊
8201    無敵
9912    偉聯
9928    中視
9929    秋雨
9955    佳龍

公司代號        公司名稱
1333    恩得利
1584    精剛精密
1799    易威
2035    唐榮公司
2719    燦星旅
3066    李洲科技
3067    全域
3073    普格科技
3083    中華網龍
3089    遠昇
3095    及成
3115    寶島極
3162    精確實業
3191    和進
3202    樺晟電子
3219    倚強科技
3259    鑫創科技
3287    廣寰
3313    斐成
3317    尼克森微
3322    建舜電子
3339    泰谷光電
3363    上詮
3372    典範
3452    益通光能
3489    森寶
3516    亞帝歐
3523    迎輝科技
3555    (重鳥)鵬
3580    友威科技
3609    東林
3629    群富通
3630    新鉅科
3663    鑫科材料
3685    元創精密
3687    歐買尬
3707    漢磊
4102    永日化工
4121    優盛醫學
4131    晶宇生技
4147    中裕新藥
4160    創源生技
4167    展旺
4171    瑞基海洋
4174    浩鼎
4180    安成藥業
4188    安克生醫
4192    杏國新藥
4304    勝昱
4402    福大
4415    台原藥
4419    松懋工業
4503    金雨
4530    宏易精密
4609    唐鋒實業
4726    永昕生物
4911    德英
4944    兆遠科技
5014    建錩實業
5278    尚凡
5304    鼎創達
5314    世紀民生
5340    建榮工業
5348    系通科技
5450    寶聯通
5468    凱鈺
5475    德宏工業
5481    華韡電子
5488    松普科技
5491    連展科技
5701    劍湖山
6015    宏遠證券
6020    大展證
6021    大慶證
6101    弘捷
6113    亞矽科技
6118    建達國際
6122    擎邦國際
6124    業強科技
6126    信音企業
6129    普誠科技
6130    基因
6134    萬旭電業
6140    訊達電腦
6144    得利影視
6150    撼訊科技
6169    昱泉國際
6190    萬泰科
6194    育富電子
6222    上揚科技
6228    全譜科技
6233    旺玖科技
6236    康呈
6241    易通展
6259    百徽
6264    富裔
6287    元隆電子
6291    沛亨
6446    藥華醫藥
6462    神盾
6499    益安
6535    順藥
8034    榮群電訊
8038    長園科
8040    九暘電子
8067    志旭國際
8080    奧斯特
8084    巨虹電子
8092    建暐精密
8093    保銳科技
8097    常珵科技
8111    立碁電子
8121    越峰電子
8171    天宇工業
8277    商丞科技
8358    金居開發
8431    匯鑽科
8906    花王企業
8924    大田精密
8927    北基
8935    邦泰

我的空單首選 如果可以空的話




















"
,24,2017-02-02 10:19:49,0,[新聞] 賠錢還加薪，證交所公布88家肥貓公司,0,0,"
1.原文連結(超過一行或過長必須縮網址)：
"
,30,2017-02-02 10:00:48,0,[請益] 財務&會計主管同時離任？,0,0,"
"
,40,2017-02-02 02:38:08,0,[新聞] 南山人壽公告 百億投資元大美債ETF,0,0,"

1.原文連結(超過一行或過長必須縮網址)：
"
,103,2017-02-02 00:32:43,0,[新聞] 中華電估今年獲利減 每股賺4.75元,0,0,"
1.原文連結(超過一行或過長必須縮網址)：

"
,2,2017-02-01 23:40:32,0,[新聞] 金雞年明星股－電感產業 營運成長動能優,0,0,"

1.原文連結(超過一行或過長必須縮網址)：

"
,1396,2017-02-02 08:30:31,0,[閒聊] 2017/02/02 盤中閒聊,0,0,"
開工啦

--
"
,37,2017-02-01 23:35:08,0,[新聞] 刮刮樂3天賣破60億 投注站喊缺貨,0,0,"
1.原文連結(超過一行或過長必須縮網址)：

"
,14,2017-02-01 22:02:23,0,[公告] lulu760516違反板規4-3&4-7水桶一週,0,0,"
主旨：lulu760516違反板規4-3&4-7水桶一週

類型：股板簡字號20170201-0

說明：經板主檢視板面，查lulu760516發文廣告違規，依板規4-3處水桶一週。
      另有張貼 line群連結違反板規4-7警告一次，兩項併同處水桶一週。

"
,2,2017-02-01 21:55:11,0,[公告] Stock 板 開始舉辦樂透!,0,0,"
2017/02/02 TWSE

PC平台請到 Stock 板 按'f'參與樂透!
手機請使用term系列等支援完整操作之APP參與賭盤

一張 30 Ptt幣 (迷你級)
樂透結束時間: 02/02/2017 08:00:00 Thu
"
,11,2017-02-01 18:55:20,0,[請益] 查詢各家保險公司的業務人數,0,0,"
要去哪個網站看各家保險公司的業務人數？我之前有在網站看到可以查詢各家保險公司的
業務人數統計，每家公司大概每三至六個月會更新一次，有人知道網站嗎？謝謝

--
"
,108,2017-02-01 14:48:46,0,[新聞] 蘋果財報超預期 盤後勁揚,0,0,"
1.原文連結(超過一行或過長必須縮網址)：

"
,98,2017-02-01 13:44:58,0,[請益] 那理可以看到營建公司手上的餘屋數量,0,0,"
要判斷一家營建公司的經營成效，公司擁有的餘屋數量可以說是一個重要指標，小弟投資
股票4年，平常習慣用巨亨網及財報狗尋找投資標的 ，想請問大家，如果想看一家營建公
司擁有的餘屋數量，是要看財報中資產負債表中的哪一項呢？
還有在判斷營建股經營績效時除了餘屋數量還可以山考那些指標呢
謝謝大家

--
"
,53,2017-02-01 13:42:16,0,[新聞]川普蜜月期結束？ 美股創今年最大跌幅 ,0,0,"
1.原文連結(超過一行或過長必須縮網址)：
"
,54,2017-01-31 22:32:00,0,[新聞]市議員王欣儀：張忠謀跌傷 將緊急回台治,0,0,"

1.原文連結(超過一行或過長必須縮網址)：
"
,86,2017-01-31 21:27:46,0,Re: [標的] 3406玉晶光,1,86,"
"
,115,2017-01-31 20:51:54,0,[新聞] 美股大跌 國安基金緊盯美國動態,0,0,"
1.原文連結(超過一行或過長必須縮網址)：

"
,179,2017-01-31 17:59:07,0,[心得] 張X謀跌倒?台G跌停?,0,0,"
-------------------------------------------------------------------------
1.發文前請先詳閱[心得]分類發文規範，未依規範發文將受處份。
2.若提及股號股名，且屬未來性的預測或分析有推薦意圖，
  請寫到 [標的] 分類，否則將以板規4-1砍文處份。
----------------------------按ctrl+y可刪除以上內容。---------------------



   看八卦板說張X謀在夏威夷跌倒,難道台股

  開盤要GG了,是否台指期會跌停呢?


--
"
,20,2017-01-31 00:10:22,0,[新聞]台壽保攜三井不動產 引進LaLaport,0,0,"
1.原文連結(超過一行或過長必須縮網址)：
  "
,46,2017-01-30 23:23:43,0,[新聞] 美股跌幅持續擴大 道瓊跌破兩萬點,0,0,"
1.原文連結(超過一行或過長必須縮網址)：

"
,56,2017-01-30 22:02:33,0,[新聞] 美股瘋漲 華爾街高層悄悄賣股,0,0,"

1.原文連結(超過一行或過長必須縮網址)：
  "
,36,2017-01-30 07:15:18,0,[新聞]【麥當勞售中港事業】對岸中信吃下　台灣,0,0,"
1.原文連結(超過一行或過長必須縮網址)：
"
,137,2017-01-30 03:57:40,-137,Re: [標的] 3406 玉晶光,1,0,"
深夜了,要幹嘛?
當然是來股版打打嘴砲

首先,我先前已提出我的4倍價
3倍獲利入袋的觀點
目標價200,然而距離目標價只剩下約20元
一根漲停就差不多要到了


接著來看看玉晶光這幾日的走勢

1/13~1/19 這幾個交易日
量已經很明顯放大
這些量說著

操盤手已經成功了
炒起玉晶光這檔的熱度
已成功吸引市場投機客
紛紛進場追價搶進

這兩個月買進玉晶光的
沒人會賠錢!
主力分明就是在送錢給你
這麼好內~

接下來的幾個交易日量縮不盤整
直接強拉兩根漲停上去
why?


我個人的研判

莊家跟公司派是必定打過招呼
這是基本起手式
既然公司派都打點了
我想對於其他的同行炒手
就算沒打過招呼
在這市場
彼此我看也心照不宣
互相抬轎,一起拉抬
所以無賣壓

接著
市場流通的籌碼賣壓在短期已經被消化
賣方轉為觀望,甚至期待持續上漲
甚至可以解讀為,主力籌碼已吸夠
非常的集中,輕鬆拉抬易如反掌


BUT~
問題就出在這裡
年關前幾日
也沒必要拉這樣快吧?
拉這麼快幹嘛?拉得又急又兇猛
連畫線都懶了
瘋狂把錢送出去
我冷靜仔細地看看這幾天走勢
是有點出乎意料
連回檔都不跟你回檔

揣測市場的心理
大概也都是這樣想
空手的人
會保持觀望嘎空的氣氛,不打算進場
當最後的套牢慘戶
而手上持有股票的人
也不會賣,打算等敗象出在脫手


結論

修正目標價

上修至250!

--
"
,65,2017-01-29 21:38:39,0,Re: [請益] 該存股或是乾脆等崩崩再開始買,0,0,"
"
,20,2017-01-29 18:53:35,0,[新聞] 台塑環境事故 越南環保官員遭革職,0,0,"
1.原文連結(超過一行或過長必須縮網址)：
"
,145,2017-01-29 18:40:58,0,[新聞] 六輕擴建遭刁難 台化高值化前進寧波,0,0,"
1.原文連結(超過一行或過長必須縮網址)：
"
,79,2017-01-29 17:41:31,0,Re: [請益] 該存股或是乾脆等崩崩再開始買,0,0,"
"
,0,2017-01-29 16:14:36,0,Re: [請益] 長線操作方法會失效嗎,0,0,"
"
,55,2017-01-29 15:09:09,0,[請益] 長線操作方法會失效嗎,0,0,"
大家都知道
當會賺錢的策略在市場上廣為運用時就會失效
這就是為什麼高手都很低調
那些會分享賺錢方法的人
都是之前賺過(甚至根本沒賺)，現在失效，所以才再出來撈一筆
不過這幾乎都是短線操作的時候，尤其是在技術面
那長線操作呢?
真正的長線操作，基本面是很重要的
長線操作的人，也有很多是定存股派的
當每個人都會閱讀財報，了解一些經濟數據、公司狀況等等
這種方法會失效嗎
謝謝

--
"
,47,2017-01-28 17:50:23,0,[請益] 複委託該選哪家證劵商扣的手續費較低?,0,0,"
看了一下各家銀行證劵商的海外股票複委託

代購手續費都收頗高的

大概都是股價的1~2%費用不等

此外還要扣證交稅、交易活動費等相關費用

美股的話,股息還要預先扣除30%的所得稅

想請問一下有沒有哪家銀行

複委託買海外股票手續費是扣比較少的

(例如：花旗、永豐等證劵商)

大家有推薦國內的哪家證劵商嗎?

--
"
,18,2017-01-28 16:46:21,0,[請益] 台星科補償金?,0,0,"
請問各位台星科補償金已經確定會入袋了嗎?

我看新聞寫

(5)截至105年12月31日帳列應收款項金額為:美金$33,437千元。

這個是補償金的部分嗎？    還是沒那麼快？

請問有版友有這方面的訊息嗎? 網路上好像也沒看到相關資訊!

--
"
,18,2017-01-28 15:32:31,0,[其他] 朝陽賣給南山之後,0,0,"
朝陽賣給南山之後，今年還會有哪幾家保險公司併購消息？有人知道消息嗎？

--
"
,84,2017-01-27 21:37:43,0,[公告] hatedog5566 違反板規9 水桶一週,0,0,"
"
,186,2017-01-27 21:30:17,0,Re: [請益] 樂陞補償金發放?,0,0,"
我因為之前說太多實話被水桶了一陣子，好不容易出桶，希望如果有違反規定，請先給我提醒，我會趕快刪文

進入正題

我跟你說實話，如果你覺得這次賠償不合理，我們來做個交易，我收購你手上所有股票，現
在價位加20%夠多了吧，一個月後交割，如果股票退回，你也不要有任何怨言和求償，反正?
A都願意買了，代表你看好這個股票，所以你也不會虧
-----
Sent from JPTT on my LGE LG-H815.

--
"
,66,2017-01-27 11:53:56,0,[請益] 樂陞補償金發放?,0,0,"

請問各位樂陞道義補償金已經發放了嗎?

都已經向投保中心申請了很久還是沒收到這筆款項?

請問有版友有這方面的訊息嗎?投保中心網站好像也沒看到相關資訊!

--
"
,265,2017-01-27 11:44:00,0,Re: [請益] 該存股或是乾脆等崩崩再開始買,0,0,"

小弟也是新新手, 大概兩個月前開始爬 CFP 理財版看些書,
目前看過 自動千萬富翁 及 投機者的告白系列
近一個月開始爬股版

也是大概剛存一些, 但被老媽扣住一百多萬說要當結婚基金,
手邊能用的一百萬左右

不過我這一個月已經差不多買完了,
目前持有 23 檔, 已買了 43 張花了 95 萬左右

個人想法是, 繼然存股就不要管大盤, 只要看幾點
1. 公司穩不穩, 近五年有沒有穩定賺錢發股利
2. 目前股價以歷年股利來看殖利率如何
3. 目前股價以過去價格區間來說算高或低
(參考本版 longreen 大的 交易系統 一文)

然後就是開始估狗 定存股, 查 mobile01 或 blog 找別人的標的,
如 "
,64,2017-01-27 02:50:13,0,Re: [請益] 該存股或是乾脆等崩崩再開始買,0,0,"
以人性來講，
一個大崩盤87%是建立在無法預期的高點。

那麼歷史的高點是多少？
12682

現在多少呢？
9448

12682-9448=3234
國安GG守8000
9448-8000=1448
向上有3200，向下有1500。

不破前高的前提之下
任何拉回都是買點
因為不破前高任何拉回都是可預期
而可預期的拉回都不是崩盤

所以
拉回就是買點。
套一句老話，現在不買難道等萬點才買嗎？

--
"
,48,2017-01-26 23:48:51,0,Re: 兆豐金 獲利下降,0,0,"
"
,19,2017-01-26 23:17:55,0,Re: [請益] 該存股或是乾脆等崩崩再開始買,0,0,"
"
,177,2017-01-26 22:58:00,0,[請益] 該存股或是乾脆等崩崩再開始買,0,0,"
小弟是投資新手
目前觀望居多
手邊已經有存200w
手很癢但我知道錢難賺
我知道想賺錢要繳學費
但我不想用自己的錢繳
我可以從別人的成功或失敗的經驗去學習
所以看了一些文章和投資股票的書
看到後來發現
很多人其實都會提到
等市場崩盤
再進場撿被低估股價的優質公司
甚至連存股的一些老師
也都難免提到當市場崩崩再買
投資報酬率最高
甚至借錢也要買 只是我自己不打算融資
那是不是與其每個月慢慢存股
不如耐心存錢
等市場大幅修正 修正到大家不理智亂賣
我再去撿 這樣比較好
因為我空手 也沒有壓力
大家覺得這樣策略有什麼盲點嗎？
小弟是新手 歡迎大家指教
祝大家新年快樂

--
"
,83,2017-01-26 22:05:45,0,[新聞] 反高屏擴張燃煤發電 環團號召219上街頭,0,0,"
1.原文連結(超過一行或過長必須縮網址)：
"
,36,2017-01-26 13:46:24,0,[新聞] 地下期貨「美人計」誘騙賭客下單 營業8,0,0,"
1.原文連結(超過一行或過長必須縮網址)："
,18,2017-01-26 11:37:41,0,[請益] 買個股會參考大盤嗎?,0,0,"
各位股海的前輩們安安:
距離上次買賣股票已經是好幾年前的事了，還記得最後一次賣的是78元的台積電。
因為當時需要一筆現金、加上忙著其他事，就把股票全部處理掉。
其實最近這1~2年也有想要入場，但大盤一直跌不下去，
關鍵時刻政府GG就會出來救援，後來就乾脆不玩了。
改把錢投入當時相對低檔的礦業、石油基金，前陣子已先獲利了結。
現在回來看看台股，依舊處於高檔。
不過會顧慮買了個股後，如果大盤回檔，又會被影響。
但如果錢一直這樣放著不投資，又很浪費，雖然數目不大。
應該保持耐心繼續等下去嗎?

--
"
,138,2017-01-26 11:22:21,0,[新聞] 逃離潮再現！台商撤出中國，這次帶著錢一,0,0,"
1.原文連結(超過一行或過長必須縮網址)："
,12,2017-01-26 10:57:15,0,Re: [新聞] 破了！ 美股道瓊指數史上首度站上兩萬點,0,0,"
"
,118,2017-01-26 10:09:30,0,[請益] 如何得知公司經營者是否正派???,0,0,"
去年股票上市上櫃公司的幾則重大事件

很多投資人血本無歸成了被坑殺的肥羊

之前看過一個說法

公司經營者是否為人正派對於這家公司的前途非常重要

有能力但是不正派走上了歪路就是會出現類似樂陞這種例子

但是一般散戶股民如何得知經營者為人是否正派有能力???

之前聽過幾個例子 (很多新創生技新藥公司都照這SOP來炒股???)

某新創生技公司其核心股東與公司經營者的目的就是要炒股上市大賺一筆

目標價訂在200就打算收割 (原始成本10塊, 賺20倍)

所以花了不少錢去買公關新聞

而研發部門只請了少少幾個人擺著給投顧創投外資證劵商這些潛在金主看的

打算IPO的時候先把前期成本拿回來

手上那幾個專利去跑臨床一二期的時候拼命發新聞稿把上櫃股價炒高

在達到目標價的時候這些核心股東就會收割退場

把爛攤子留給基層員工跟散戶去承受

有不少大股東還是透過海外帳戶以假外資洗錢入股

但是一般投資大眾很難知道這些資訊吧...

大家會如何分辨呢???

--
"
,100,2017-01-26 01:08:57,0,Re: [新聞]【張忠謀砲轟片】人才都被中國挖走　政 ,0,0,"
"
,41,2017-01-26 01:08:30,0,Re: [新聞] 破了！ 美股道瓊指數史上首度站上兩萬點,0,0,"
小弟好奇問一下，美股大漲應該跟未來川普的經濟保護政策有關吧。

而這政策對於他國，包含台灣，應該是利空吧。抱空單有錯嗎？

--
"
,65,2017-01-26 00:49:54,0,Re: [其他] Re: 道瓊跳空過20000點,0,0,"
來幫忙回憶一下好了

不是記得很清楚 但是大概如下

蔡森對於這段實際有講過比較完整的分析是這樣
以時間型態來說 對稱線型 時間差不多要到了

他估計在這個附近 如果無法拉抬改變線型
那往下的掉的話 空下去機率就很大 這是他的看法

-

我個人是不太研究技術的 但是蔡森的分析我會看一下 觀望心態
至少比起太多分析師 我覺得他比較有內容 跟道理 不管是數據還是分析

目前來說 我覺得他講的沒有錯很多 只是他是看空
但分析的邏輯 每次都不會差太多 或太唬爛

我不認為股市有預言家 才是厲害的人 也不存在這種人
不可能100%預測結果 才是真正的聖杯

-題外話-

就我認識的地方交易大戶聽來的小道

蔡森是真的有點實力的人 而且研究了很久 從基本面開始到量價歸納分析技術面
好幾年前他做了一波 賺了幾億

那為什麼最近幾年又跑出來了呢?  聽說是想要大舞台 就是中國交易市場
而且退休幾年覺得太無聊.... 感覺沒什麼有成就感 或好玩的事情好做...

是不是真的我就不知道啦~~~交給各位打聽看看

-

祝福多單賺大大 ~~ 要我去下指數多單 我打死寧願先不做 哈


"
,47,2017-01-26 00:31:39,0,[新聞] 破了！ 美股道瓊指數史上首度站上兩萬點,0,0,"
-------------------------------------------------------------------------
1.發文前請先詳閱[新聞]分類發文規範，未依規範發文將受處份。
2.連結過長請善用 "
,73,2017-01-25 23:59:59,0,Re: [新聞] 管制升級 陸禁跨境匯款淨流出,0,0,"
"
,93,2017-01-25 23:39:45,0,Re: 道瓊跳空過20000點,0,0,"
昨天的金錢爆
"
,43,2017-01-25 22:37:52,0,[請益] 手上持有多少檔股票最佳?,0,0,"

請教各位

各位認為一般的股市常勝軍如(test520),巴菲特等等高手或大戶

通常手上都持有多少檔公司股票?


太多怕無法專心顧自己的投資組合 or 太多乾脆買ETF

太少不是大賺就是大賠   雞蛋不要擺在同一個籃子裡



請問各位覺得多少檔在手上是最佳組合呢?


--
"
,3,2017-01-25 21:59:12,0,[請益] yeswin看外國證券的技術分析,0,0,"

想請問大家
yeswin看個股的技術分析 都跑得出來
但是看外國證券的技術分析像是恆生指數
怎麼都跑不出來 只會出現市加權指數
謝謝大家

--
"
,27,2017-01-25 20:15:22,0,Re: [新聞] 管制升級 陸禁跨境匯款淨流出,0,0,"

抱歉，想借題發問

看前面版友點出現在中國金流的問題

什麼原因導致大陸資金外逃，還真是不曉得

台幣的強升是否也跟人民幣外流有關？

照理原物料上漲時期
台灣這種依賴進口的反而容易貶值

出現這種強升實在太不尋常

說是美元走弱，對比其他國家貨幣好像也還好


-----
Sent from JPTT on my HTC One 801e.

--
"
,18,2017-01-25 16:12:56,0,[新聞]《業績-半導體》本業佳+業外大補，南亞科,0,0,"

1.原文連結(超過一行或過長必須縮網址)：

"
,60,2017-01-25 16:05:17,0,Re: [新聞] 管制升級 陸禁跨境匯款淨流出,0,0,"

我們來看一個圖 為了怕說台媒不可信

我用bloomberg哦.. 而且這夠親中了吧

"
,73,2017-01-25 15:22:01,0,Re: [新聞] 管制升級 陸禁跨境匯款淨流出,0,0,"
"
,15,2017-01-25 13:49:39,0,[請益] 摩台指何時封關?,0,0,"
看了一下今天的摩台指似乎還在開盤!
原本想說要靠這幾天歐美股市的反應來推估台股開盤會如何，
不過現在有摩台可以參考倒方便不少。

想問一下摩台哪時候會跟著封關? 是看新加坡股市嗎?
請益有對摩台指研究的大大了~

--
"
,115,2017-01-25 13:28:34,0,[新聞] 樂陞果然是場掏空劇！》檢方：董事長自導,0,0,"
1.原文連結(超過一行或過長必須縮網址)："
,16,2017-01-25 13:16:02,0,Re: [標的] 台指期 多,1,16,"
"
,1,2017-01-25 12:58:27,0,[新聞] 六輕擴廠環差案 李應元：台塑應具體回應,0,0,"
1.原文連結(超過一行或過長必須縮網址)：
"
